searched_zipcode,searched_lat,searched_lng,searched_address,searched_state,searched_city,searched_metro,latitude,longitude,distance,loc_name,loc_number,address,cuisines,delivery_time_raw,delivery_time,review_count,review_rating,RunDate,Specialty Items,Meal Types,Dietary Preferences
2129,42.3795409,-71.0646337,"50 School St, Charlestown, MA 02129, USA",MA,Charlestown,BO,42.3726039,-71.0908409,1.42087121,Orale Pacos Mexican Grill,1452882,"847 Cambridge St, Cambridge, MA 02141, USA",Mexican,37 - 47,42,191,4.7,25/04/22 7:01,Miscellaneous|Tacos|Mexican,Miscellaneous,Miscellaneous
2128,42.3671225,-71.0211431,"211 London St, Boston, MA 02128, USA",MA,Boston,BO,42.3726039,-71.0908409,1.42087121,Orale Pacos Mexican Grill,1452882,"847 Cambridge St, Cambridge, MA 02141, USA",Mexican,37 - 47,42,191,4.7,25/04/22 7:01,Miscellaneous|Tacos|Mexican,Miscellaneous,Miscellaneous
2139,42.3653,-71.10366,"72 Hamilton St, Cambridge, MA 02139, USA",MA,Cambridge,BO,42.3675889,-71.0810694,1.177132063,Desfina restaurant,933067,"Desfina, 202 Third St, Cambridge, MA 02141, USA",Greek,39 - 49,44,197,4.8,25/04/22 7:01,Miscellaneous,Miscellaneous,Miscellaneous
2129,42.3795409,-71.0646337,"50 School St, Charlestown, MA 02129, USA",MA,Charlestown,BO,42.3675889,-71.0810694,1.177132063,Desfina restaurant,933067,"Desfina, 202 Third St, Cambridge, MA 02141, USA",Greek,39 - 49,44,197,4.8,25/04/22 7:01,Miscellaneous,Miscellaneous,Miscellaneous
2128,42.3671225,-71.0211431,"211 London St, Boston, MA 02128, USA",MA,Boston,BO,42.3675889,-71.0810694,1.177132063,Desfina restaurant,933067,"Desfina, 202 Third St, Cambridge, MA 02141, USA",Greek,39 - 49,44,197,4.8,25/04/22 7:01,Miscellaneous,Miscellaneous,Miscellaneous
2139,42.3653,-71.10366,"72 Hamilton St, Cambridge, MA 02139, USA",MA,Cambridge,BO,42.4075939,-71.0567736,1.979242196,Bakes & Cakes,850421,"27B Norwood St, Everett, MA 02149, USA",American|Brazilian,45 - 55,50,245,4.6,25/04/22 7:01,Burgers|Miscellaneous|Sandwiches,Miscellaneous|Breakfast,Miscellaneous
2129,42.3795409,-71.0646337,"50 School St, Charlestown, MA 02129, USA",MA,Charlestown,BO,42.4075939,-71.0567736,1.979242196,Bakes & Cakes,850421,"27B Norwood St, Everett, MA 02149, USA",American|Brazilian,45 - 55,50,245,4.6,25/04/22 7:01,Burgers|Miscellaneous|Sandwiches,Miscellaneous|Breakfast,Miscellaneous
2128,42.3671225,-71.0211431,"211 London St, Boston, MA 02128, USA",MA,Boston,BO,42.4075939,-71.0567736,1.979242196,Bakes & Cakes,850421,"27B Norwood St, Everett, MA 02149, USA",American|Brazilian,45 - 55,50,245,4.6,25/04/22 7:01,Burgers|Miscellaneous|Sandwiches,Miscellaneous|Breakfast,Miscellaneous
2139,42.3653,-71.10366,"72 Hamilton St, Cambridge, MA 02139, USA",MA,Cambridge,BO,42.3647933,-71.0625007,1.024711908,The Smoke Shop - Kiosk,22985406,"80 Causeway St, Boston, MA 02114, USA",Miscellaneous,35 - 45,40,9,5.0,25/04/22 7:01,Miscellaneous|Sandwiches,Miscellaneous,Miscellaneous
2129,42.3795409,-71.0646337,"50 School St, Charlestown, MA 02129, USA",MA,Charlestown,BO,42.3647933,-71.0625007,1.024711908,The Smoke Shop - Kiosk,22985406,"80 Causeway St, Boston, MA 02114, USA",Miscellaneous,35 - 45,40,9,5.0,25/04/22 7:01,Miscellaneous|Sandwiches,Miscellaneous,Miscellaneous
2128,42.3671225,-71.0211431,"211 London St, Boston, MA 02128, USA",MA,Boston,BO,42.3647933,-71.0625007,1.024711908,The Smoke Shop - Kiosk,22985406,"80 Causeway St, Boston, MA 02114, USA",Miscellaneous,35 - 45,40,9,5.0,25/04/22 7:01,Miscellaneous|Sandwiches,Miscellaneous,Miscellaneous
2129,42.3795409,-71.0646337,"50 School St, Charlestown, MA 02129, USA",MA,Charlestown,BO,42.35582523,-71.0541705,1.723369754,Foumami,11205,"225 Franklin Street, Boston, MA 02110, USA",Miscellaneous,41 - 51,46,64,4.5,25/04/22 7:01,Sandwiches|Miscellaneous,Miscellaneous|Breakfast,Miscellaneous
2139,42.3653,-71.10366,"72 Hamilton St, Cambridge, MA 02139, USA",MA,Cambridge,BO,42.35582523,-71.0541705,1.723369754,Foumami,11205,"225 Franklin Street, Boston, MA 02110, USA",Miscellaneous,41 - 51,46,64,4.5,25/04/22 7:01,Sandwiches|Miscellaneous,Miscellaneous|Breakfast,Miscellaneous
2128,42.3671225,-71.0211431,"211 London St, Boston, MA 02128, USA",MA,Boston,BO,42.35582523,-71.0541705,1.723369754,Foumami,11205,"225 Franklin Street, Boston, MA 02110, USA",Miscellaneous,41 - 51,46,64,4.5,25/04/22 7:01,Sandwiches|Miscellaneous,Miscellaneous|Breakfast,Miscellaneous
2139,42.3653,-71.10366,"72 Hamilton St, Cambridge, MA 02139, USA",MA,Cambridge,BO,42.3645913,-71.053358,1.182397278,Giacomos North End,2323906,"355 Hanover St, Boston, MA 02113, USA",Italian,30 - 40,35,34,4.2,25/04/22 7:01,Miscellaneous,Miscellaneous,Miscellaneous
2129,42.3795409,-71.0646337,"50 School St, Charlestown, MA 02129, USA",MA,Charlestown,BO,42.3645913,-71.053358,1.182397278,Giacomos North End,2323906,"355 Hanover St, Boston, MA 02113, USA",Italian,30 - 40,35,34,4.2,25/04/22 7:01,Miscellaneous,Miscellaneous,Miscellaneous
2128,42.3671225,-71.0211431,"211 London St, Boston, MA 02128, USA",MA,Boston,BO,42.3645913,-71.053358,1.182397278,Giacomos North End,2323906,"355 Hanover St, Boston, MA 02113, USA",Italian,30 - 40,35,34,4.2,25/04/22 7:01,Miscellaneous,Miscellaneous,Miscellaneous
2139,42.3653,-71.10366,"72 Hamilton St, Cambridge, MA 02139, USA",MA,Cambridge,BO,42.379856,-71.0968644,1.645082409,Masala Square,536564,"Masala Square Indian Kitchen, 23 Union Square, Somerville, MA 02143, USA",Indian,42 - 52,47,165,4.7,25/04/22 7:01,Miscellaneous,Miscellaneous,Vegan|Vegetarian|Miscellaneous
2129,42.3795409,-71.0646337,"50 School St, Charlestown, MA 02129, USA",MA,Charlestown,BO,42.379856,-71.0968644,1.645082409,Masala Square,536564,"Masala Square Indian Kitchen, 23 Union Square, Somerville, MA 02143, USA",Indian,42 - 52,47,165,4.7,25/04/22 7:01,Miscellaneous,Miscellaneous,Vegan|Vegetarian|Miscellaneous
2128,42.3671225,-71.0211431,"211 London St, Boston, MA 02128, USA",MA,Boston,BO,42.379856,-71.0968644,1.645082409,Masala Square,536564,"Masala Square Indian Kitchen, 23 Union Square, Somerville, MA 02143, USA",Indian,42 - 52,47,165,4.7,25/04/22 7:01,Miscellaneous,Miscellaneous,Vegan|Vegetarian|Miscellaneous
2139,42.3653,-71.10366,"72 Hamilton St, Cambridge, MA 02139, USA",MA,Cambridge,BO,42.3577898,-71.0578456,1.542213066,Falafel King,994408,"Falafel King - Washington Street, 260 Washington St, Boston, MA 02108, USA",Miscellaneous,38 - 48,43,119,4.4,25/04/22 7:01,Miscellaneous,Miscellaneous,Vegetarian|Miscellaneous
2129,42.3795409,-71.0646337,"50 School St, Charlestown, MA 02129, USA",MA,Charlestown,BO,42.3577898,-71.0578456,1.542213066,Falafel King,994408,"Falafel King - Washington Street, 260 Washington St, Boston, MA 02108, USA",Miscellaneous,38 - 48,43,119,4.4,25/04/22 7:01,Miscellaneous,Miscellaneous,Vegetarian|Miscellaneous
2128,42.3671225,-71.0211431,"211 London St, Boston, MA 02128, USA",MA,Boston,BO,42.3577898,-71.0578456,1.542213066,Falafel King,994408,"Falafel King - Washington Street, 260 Washington St, Boston, MA 02108, USA",Miscellaneous,38 - 48,43,119,4.4,25/04/22 7:01,Miscellaneous,Miscellaneous,Vegetarian|Miscellaneous
2129,42.3795409,-71.0646337,"50 School St, Charlestown, MA 02129, USA",MA,Charlestown,BO,42.3814948,-71.0978956,1.702904107,The Wing Bar ( Bow St ),1606381,"40 Bow St, Somerville, MA 02143, USA",Miscellaneous,40 - 50,45,3,3.7,25/04/22 7:01,Miscellaneous|Sandwiches,Miscellaneous,Miscellaneous
2139,42.3653,-71.10366,"72 Hamilton St, Cambridge, MA 02139, USA",MA,Cambridge,BO,42.3814948,-71.0978956,1.702904107,The Wing Bar ( Bow St ),1606381,"40 Bow St, Somerville, MA 02143, USA",Miscellaneous,40 - 50,45,3,3.7,25/04/22 7:01,Miscellaneous|Sandwiches,Miscellaneous,Miscellaneous
2128,42.3671225,-71.0211431,"211 London St, Boston, MA 02128, USA",MA,Boston,BO,42.3814948,-71.0978956,1.702904107,The Wing Bar ( Bow St ),1606381,"40 Bow St, Somerville, MA 02143, USA",Miscellaneous,40 - 50,45,3,3.7,25/04/22 7:01,Miscellaneous|Sandwiches,Miscellaneous,Miscellaneous
2139,42.3653,-71.10366,"72 Hamilton St, Cambridge, MA 02139, USA",MA,Cambridge,BO,42.387182,-71.0749984,0.747319972,Peruvian Taste Restaurant,1297950,"78 Arlington Ave, Boston, MA 02129, USA",Peruvian,35 - 45,40,110,4.7,25/04/22 7:01,Miscellaneous,Miscellaneous|Breakfast,Miscellaneous
2129,42.3795409,-71.0646337,"50 School St, Charlestown, MA 02129, USA",MA,Charlestown,BO,42.387182,-71.0749984,0.747319972,Peruvian Taste Restaurant,1297950,"78 Arlington Ave, Boston, MA 02129, USA",Peruvian,35 - 45,40,110,4.7,25/04/22 7:01,Miscellaneous,Miscellaneous|Breakfast,Miscellaneous
2128,42.3671225,-71.0211431,"211 London St, Boston, MA 02128, USA",MA,Boston,BO,42.387182,-71.0749984,0.747319972,Peruvian Taste Restaurant,1297950,"78 Arlington Ave, Boston, MA 02129, USA",Peruvian,35 - 45,40,110,4.7,25/04/22 7:01,Miscellaneous,Miscellaneous|Breakfast,Miscellaneous
2139,42.3653,-71.10366,"72 Hamilton St, Cambridge, MA 02139, USA",MA,Cambridge,BO,42.3570602,-71.0535947,1.652249456,Hummus Republic,1631387,"274 Franklin St, Boston, MA 02110, USA",Mediterranean|Greek,35 - 45,40,7,4.9,25/04/22 7:01,Miscellaneous,Lunch|Miscellaneous|Breakfast,Vegan|Vegetarian|Miscellaneous
2129,42.3795409,-71.0646337,"50 School St, Charlestown, MA 02129, USA",MA,Charlestown,BO,42.3570602,-71.0535947,1.652249456,Hummus Republic,1631387,"274 Franklin St, Boston, MA 02110, USA",Mediterranean|Greek,35 - 45,40,7,4.9,25/04/22 7:01,Miscellaneous,Lunch|Miscellaneous|Breakfast,Vegan|Vegetarian|Miscellaneous
2128,42.3671225,-71.0211431,"211 London St, Boston, MA 02128, USA",MA,Boston,BO,42.3570602,-71.0535947,1.652249456,Hummus Republic,1631387,"274 Franklin St, Boston, MA 02110, USA",Mediterranean|Greek,35 - 45,40,7,4.9,25/04/22 7:01,Miscellaneous,Lunch|Miscellaneous|Breakfast,Vegan|Vegetarian|Miscellaneous
2139,42.3653,-71.10366,"72 Hamilton St, Cambridge, MA 02139, USA",MA,Cambridge,BO,42.4037312,-71.0809335,1.866825047,Cold Stone Creamery,1106280,"Cold Stone Creamery, 61 Station Landing, Medford, MA 02155, USA",Miscellaneous,41 - 51,46,392,4.4,25/04/22 7:01,Miscellaneous,Miscellaneous,Miscellaneous
2129,42.3795409,-71.0646337,"50 School St, Charlestown, MA 02129, USA",MA,Charlestown,BO,42.4037312,-71.0809335,1.866825047,Cold Stone Creamery,1106280,"Cold Stone Creamery, 61 Station Landing, Medford, MA 02155, USA",Miscellaneous,41 - 51,46,392,4.4,25/04/22 7:01,Miscellaneous,Miscellaneous,Miscellaneous
2128,42.3671225,-71.0211431,"211 London St, Boston, MA 02128, USA",MA,Boston,BO,42.4037312,-71.0809335,1.866825047,Cold Stone Creamery,1106280,"Cold Stone Creamery, 61 Station Landing, Medford, MA 02155, USA",Miscellaneous,41 - 51,46,392,4.4,25/04/22 7:01,Miscellaneous,Miscellaneous,Miscellaneous
2139,42.3653,-71.10366,"72 Hamilton St, Cambridge, MA 02139, USA",MA,Cambridge,BO,42.364028,-71.055697,1.164818675,Terramia Ristorante,91359,"98 Salem St, Boston, MA 02113, USA",Italian,30 - 40,35,10,4.0,25/04/22 7:01,Miscellaneous,Miscellaneous,Vegan|Miscellaneous
2129,42.3795409,-71.0646337,"50 School St, Charlestown, MA 02129, USA",MA,Charlestown,BO,42.364028,-71.055697,1.164818675,Terramia Ristorante,91359,"98 Salem St, Boston, MA 02113, USA",Italian,30 - 40,35,10,4.0,25/04/22 7:01,Miscellaneous,Miscellaneous,Vegan|Miscellaneous
2128,42.3671225,-71.0211431,"211 London St, Boston, MA 02128, USA",MA,Boston,BO,42.364028,-71.055697,1.164818675,Terramia Ristorante,91359,"98 Salem St, Boston, MA 02113, USA",Italian,30 - 40,35,10,4.0,25/04/22 7:01,Miscellaneous,Miscellaneous,Vegan|Miscellaneous
2139,42.3653,-71.10366,"72 Hamilton St, Cambridge, MA 02139, USA",MA,Cambridge,BO,42.3685783,-71.0764376,0.967806294,Sarku Japan,1105579,"Sarku Japan, 100 Cambridgeside Place Space #119, Cambridge, MA 02141, USA",Japanese,36 - 46,41,776,4.6,25/04/22 7:01,Sushi|Miscellaneous,Miscellaneous,Miscellaneous
2129,42.3795409,-71.0646337,"50 School St, Charlestown, MA 02129, USA",MA,Charlestown,BO,42.3685783,-71.0764376,0.967806294,Sarku Japan,1105579,"Sarku Japan, 100 Cambridgeside Place Space #119, Cambridge, MA 02141, USA",Japanese,36 - 46,41,776,4.6,25/04/22 7:01,Sushi|Miscellaneous,Miscellaneous,Miscellaneous
2128,42.3671225,-71.0211431,"211 London St, Boston, MA 02128, USA",MA,Boston,BO,42.3685783,-71.0764376,0.967806294,Sarku Japan,1105579,"Sarku Japan, 100 Cambridgeside Place Space #119, Cambridge, MA 02141, USA",Japanese,36 - 46,41,776,4.6,25/04/22 7:01,Sushi|Miscellaneous,Miscellaneous,Miscellaneous
2139,42.3653,-71.10366,"72 Hamilton St, Cambridge, MA 02139, USA",MA,Cambridge,BO,42.3634349,-71.0525668,1.271854643,North Street Grille,102003,"North Street Grille, 229 North St, Boston, MA 02113, USA",American,36 - 46,41,95,4.6,25/04/22 7:01,Miscellaneous|Sandwiches,Miscellaneous|Breakfast,Miscellaneous
2129,42.3795409,-71.0646337,"50 School St, Charlestown, MA 02129, USA",MA,Charlestown,BO,42.3634349,-71.0525668,1.271854643,North Street Grille,102003,"North Street Grille, 229 North St, Boston, MA 02113, USA",American,36 - 46,41,95,4.6,25/04/22 7:01,Miscellaneous|Sandwiches,Miscellaneous|Breakfast,Miscellaneous
2128,42.3671225,-71.0211431,"211 London St, Boston, MA 02128, USA",MA,Boston,BO,42.3634349,-71.0525668,1.271854643,North Street Grille,102003,"North Street Grille, 229 North St, Boston, MA 02113, USA",American,36 - 46,41,95,4.6,25/04/22 7:01,Miscellaneous|Sandwiches,Miscellaneous|Breakfast,Miscellaneous
2139,42.3653,-71.10366,"72 Hamilton St, Cambridge, MA 02139, USA",MA,Cambridge,BO,42.3640102,-71.0593072,1.106924554,Bodega Canal,267716,"Bodega Canal, 57 Canal St, Boston, MA 02114, USA",Mexican,32 - 42,37,49,4.5,25/04/22 7:01,Miscellaneous|Tacos,Miscellaneous,Miscellaneous
2129,42.3795409,-71.0646337,"50 School St, Charlestown, MA 02129, USA",MA,Charlestown,BO,42.3640102,-71.0593072,1.106924554,Bodega Canal,267716,"Bodega Canal, 57 Canal St, Boston, MA 02114, USA",Mexican,32 - 42,37,49,4.5,25/04/22 7:01,Miscellaneous|Tacos,Miscellaneous,Miscellaneous
2128,42.3671225,-71.0211431,"211 London St, Boston, MA 02128, USA",MA,Boston,BO,42.3640102,-71.0593072,1.106924554,Bodega Canal,267716,"Bodega Canal, 57 Canal St, Boston, MA 02114, USA",Mexican,32 - 42,37,49,4.5,25/04/22 7:01,Miscellaneous|Tacos,Miscellaneous,Miscellaneous
2139,42.3653,-71.10366,"72 Hamilton St, Cambridge, MA 02139, USA",MA,Cambridge,BO,42.406393,-71.055774,1.909496961,The Square Deli,523001,"421 Broadway, Everett, MA 02149, USA",Italian,42 - 52,47,67,4.8,25/04/22 7:01,Pizza|Sandwiches|Miscellaneous,Miscellaneous,Miscellaneous
2129,42.3795409,-71.0646337,"50 School St, Charlestown, MA 02129, USA",MA,Charlestown,BO,42.406393,-71.055774,1.909496961,The Square Deli,523001,"421 Broadway, Everett, MA 02149, USA",Italian,42 - 52,47,67,4.8,25/04/22 7:01,Pizza|Sandwiches|Miscellaneous,Miscellaneous,Miscellaneous
2128,42.3671225,-71.0211431,"211 London St, Boston, MA 02128, USA",MA,Boston,BO,42.406393,-71.055774,1.909496961,The Square Deli,523001,"421 Broadway, Everett, MA 02149, USA",Italian,42 - 52,47,67,4.8,25/04/22 7:01,Pizza|Sandwiches|Miscellaneous,Miscellaneous,Miscellaneous
2129,42.3795409,-71.0646337,"50 School St, Charlestown, MA 02129, USA",MA,Charlestown,BO,42.381347,-71.0972866,1.671131436,Celeste,522329,"Celeste, 21 Bow St, Somerville, MA 02143, USA",Peruvian,41 - 51,46,199,4.8,25/04/22 7:01,Miscellaneous,Miscellaneous,Miscellaneous
2139,42.3653,-71.10366,"72 Hamilton St, Cambridge, MA 02139, USA",MA,Cambridge,BO,42.381347,-71.0972866,1.671131436,Celeste,522329,"Celeste, 21 Bow St, Somerville, MA 02143, USA",Peruvian,41 - 51,46,199,4.8,25/04/22 7:01,Miscellaneous,Miscellaneous,Miscellaneous
2129,42.3795409,-71.0646337,"50 School St, Charlestown, MA 02129, USA",MA,Charlestown,BO,42.3547948,-71.0537346,1.797954355,Viga Eatery & Catering,523739,"133 Pearl St, Boston, MA 02110, USA",Italian,39 - 49,44,35,4.7,25/04/22 7:01,Pizza|Miscellaneous|Sandwiches,Miscellaneous,Miscellaneous
2139,42.3653,-71.10366,"72 Hamilton St, Cambridge, MA 02139, USA",MA,Cambridge,BO,42.3547948,-71.0537346,1.797954355,Viga Eatery & Catering,523739,"133 Pearl St, Boston, MA 02110, USA",Italian,39 - 49,44,35,4.7,25/04/22 7:01,Pizza|Miscellaneous|Sandwiches,Miscellaneous,Miscellaneous
2128,42.3671225,-71.0211431,"211 London St, Boston, MA 02128, USA",MA,Boston,BO,42.381347,-71.0972866,1.671131436,Celeste,522329,"Celeste, 21 Bow St, Somerville, MA 02143, USA",Peruvian,41 - 51,46,199,4.8,25/04/22 7:01,Miscellaneous,Miscellaneous,Miscellaneous
2139,42.3653,-71.10366,"72 Hamilton St, Cambridge, MA 02139, USA",MA,Cambridge,BO,42.3548232,-71.0631016,1.709535777,Sal's Pizza,518768,"150 Tremont St, Boston, MA 02111, USA",Italian,39 - 49,44,314,4.3,25/04/22 7:01,Pizza|Miscellaneous,Miscellaneous,Miscellaneous
2129,42.3795409,-71.0646337,"50 School St, Charlestown, MA 02129, USA",MA,Charlestown,BO,42.3548232,-71.0631016,1.709535777,Sal's Pizza,518768,"150 Tremont St, Boston, MA 02111, USA",Italian,39 - 49,44,314,4.3,25/04/22 7:01,Pizza|Miscellaneous,Miscellaneous,Miscellaneous
2128,42.3671225,-71.0211431,"211 London St, Boston, MA 02128, USA",MA,Boston,BO,42.3548232,-71.0631016,1.709535777,Sal's Pizza,518768,"150 Tremont St, Boston, MA 02111, USA",Italian,39 - 49,44,314,4.3,25/04/22 7:01,Pizza|Miscellaneous,Miscellaneous,Miscellaneous
2129,42.3795409,-71.0646337,"50 School St, Charlestown, MA 02129, USA",MA,Charlestown,BO,42.3647183,-71.081985,1.353939054,PlantPub,2353310,"PlantPub, 675 W Kendall St, Cambridge, MA 02142, USA",Italian|American,37 - 47,42,105,4.6,25/04/22 7:01,Pizza|Miscellaneous|Burgers,Miscellaneous,Miscellaneous
2139,42.3653,-71.10366,"72 Hamilton St, Cambridge, MA 02139, USA",MA,Cambridge,BO,42.3647183,-71.081985,1.353939054,PlantPub,2353310,"PlantPub, 675 W Kendall St, Cambridge, MA 02142, USA",Italian|American,37 - 47,42,105,4.6,25/04/22 7:01,Pizza|Miscellaneous|Burgers,Miscellaneous,Miscellaneous
2128,42.3671225,-71.0211431,"211 London St, Boston, MA 02128, USA",MA,Boston,BO,42.3647183,-71.081985,1.353939054,PlantPub,2353310,"PlantPub, 675 W Kendall St, Cambridge, MA 02142, USA",Italian|American,37 - 47,42,105,4.6,25/04/22 7:01,Pizza|Miscellaneous|Burgers,Miscellaneous,Miscellaneous
2139,42.3653,-71.10366,"72 Hamilton St, Cambridge, MA 02139, USA",MA,Cambridge,BO,42.3899948,-71.0392834,1.48164624,MOLINAS MEAT MARKET,1886081,"11 2nd St, Chelsea, MA 02150, USA",Mexican,28 - 38,33,0,0.0,25/04/22 7:01,Miscellaneous,Miscellaneous,Miscellaneous
2129,42.3795409,-71.0646337,"50 School St, Charlestown, MA 02129, USA",MA,Charlestown,BO,42.3899948,-71.0392834,1.48164624,MOLINAS MEAT MARKET,1886081,"11 2nd St, Chelsea, MA 02150, USA",Mexican,28 - 38,33,0,0.0,25/04/22 7:01,Miscellaneous,Miscellaneous,Miscellaneous
2128,42.3671225,-71.0211431,"211 London St, Boston, MA 02128, USA",MA,Boston,BO,42.3899948,-71.0392834,1.48164624,MOLINAS MEAT MARKET,1886081,"11 2nd St, Chelsea, MA 02150, USA",Mexican,28 - 38,33,0,0.0,25/04/22 7:01,Miscellaneous,Miscellaneous,Miscellaneous
2129,42.3795409,-71.0646337,"50 School St, Charlestown, MA 02129, USA",MA,Charlestown,BO,42.3634893,-71.0538665,1.237716428,Forcella,985949,"Forcella, 33 N Square, Boston, MA 02113, USA",Seafood|Italian,36 - 46,41,21,4.4,25/04/22 7:01,Salad|Miscellaneous,Miscellaneous|Beverages,Miscellaneous
2139,42.3653,-71.10366,"72 Hamilton St, Cambridge, MA 02139, USA",MA,Cambridge,BO,42.3634893,-71.0538665,1.237716428,Forcella,985949,"Forcella, 33 N Square, Boston, MA 02113, USA",Seafood|Italian,36 - 46,41,21,4.4,25/04/22 7:01,Salad|Miscellaneous,Miscellaneous|Beverages,Miscellaneous
2128,42.3671225,-71.0211431,"211 London St, Boston, MA 02128, USA",MA,Boston,BO,42.3634893,-71.0538665,1.237716428,Forcella,985949,"Forcella, 33 N Square, Boston, MA 02113, USA",Seafood|Italian,36 - 46,41,21,4.4,25/04/22 7:01,Salad|Miscellaneous,Miscellaneous|Beverages,Miscellaneous
2139,42.3653,-71.10366,"72 Hamilton St, Cambridge, MA 02139, USA",MA,Cambridge,BO,42.374827,-71.040581,1.270079051,Pollo Campero,368549,"Pollo Campero, 188 Border St, East Boston, MA 02128, USA",Miscellaneous,28 - 38,33,1080,4.5,25/04/22 7:01,Miscellaneous|Sandwiches,Miscellaneous,Miscellaneous
2129,42.3795409,-71.0646337,"50 School St, Charlestown, MA 02129, USA",MA,Charlestown,BO,42.374827,-71.040581,1.270079051,Pollo Campero,368549,"Pollo Campero, 188 Border St, East Boston, MA 02128, USA",Miscellaneous,28 - 38,33,1080,4.5,25/04/22 7:01,Miscellaneous|Sandwiches,Miscellaneous,Miscellaneous
2128,42.3671225,-71.0211431,"211 London St, Boston, MA 02128, USA",MA,Boston,BO,42.374827,-71.040581,1.270079051,Pollo Campero,368549,"Pollo Campero, 188 Border St, East Boston, MA 02128, USA",Miscellaneous,28 - 38,33,1080,4.5,25/04/22 7:01,Miscellaneous|Sandwiches,Miscellaneous,Miscellaneous
2129,42.3795409,-71.0646337,"50 School St, Charlestown, MA 02129, USA",MA,Charlestown,BO,42.3650291,-71.0927017,1.748644395,Amelia's Trattoria,1305,"Amelia's Trattoria, 111 Harvard St, Cambridge, MA 02139, USA",Seafood|Italian|American,39 - 49,44,77,4.6,25/04/22 7:01,American|Miscellaneous,Appetizers|Miscellaneous|Beverages,Miscellaneous
2128,42.3671225,-71.0211431,"211 London St, Boston, MA 02128, USA",MA,Boston,BO,42.3650291,-71.0927017,1.748644395,Amelia's Trattoria,1305,"Amelia's Trattoria, 111 Harvard St, Cambridge, MA 02139, USA",Seafood|Italian|American,39 - 49,44,77,4.6,25/04/22 7:01,American|Miscellaneous,Appetizers|Miscellaneous|Beverages,Miscellaneous
2139,42.3653,-71.10366,"72 Hamilton St, Cambridge, MA 02139, USA",MA,Cambridge,BO,42.3650291,-71.0927017,1.748644395,Amelia's Trattoria,1305,"Amelia's Trattoria, 111 Harvard St, Cambridge, MA 02139, USA",Seafood|Italian|American,39 - 49,44,77,4.6,25/04/22 7:01,American|Miscellaneous,Appetizers|Miscellaneous|Beverages,Miscellaneous
2139,42.3653,-71.10366,"72 Hamilton St, Cambridge, MA 02139, USA",MA,Cambridge,BO,42.3641875,-71.0834843,1.432141112,B.GOOD,2360075,"301 Third St, Cambridge, MA 02142, USA",American,38 - 48,43,91,4.8,25/04/22 7:01,Sandwiches|Miscellaneous|Burgers,Lunch|Miscellaneous|Breakfast,Vegan|Vegetarian|Miscellaneous
2128,42.3671225,-71.0211431,"211 London St, Boston, MA 02128, USA",MA,Boston,BO,42.3641875,-71.0834843,1.432141112,B.GOOD,2360075,"301 Third St, Cambridge, MA 02142, USA",American,38 - 48,43,91,4.8,25/04/22 7:01,Sandwiches|Miscellaneous|Burgers,Lunch|Miscellaneous|Breakfast,Vegan|Vegetarian|Miscellaneous
2129,42.3795409,-71.0646337,"50 School St, Charlestown, MA 02129, USA",MA,Charlestown,BO,42.3641875,-71.0834843,1.432141112,B.GOOD,2360075,"301 Third St, Cambridge, MA 02142, USA",American,38 - 48,43,91,4.8,25/04/22 7:01,Sandwiches|Miscellaneous|Burgers,Lunch|Miscellaneous|Breakfast,Vegan|Vegetarian|Miscellaneous
2129,42.3795409,-71.0646337,"50 School St, Charlestown, MA 02129, USA",MA,Charlestown,BO,42.3986338,-71.061208,1.33066079,Carolicious,22918375,"199 Ashland St, Everett, MA 02149, USA",Miscellaneous,39 - 49,44,9,4.8,25/04/22 7:01,Miscellaneous,Miscellaneous,Vegan|Miscellaneous
2128,42.3671225,-71.0211431,"211 London St, Boston, MA 02128, USA",MA,Boston,BO,42.3986338,-71.061208,1.33066079,Carolicious,22918375,"199 Ashland St, Everett, MA 02149, USA",Miscellaneous,39 - 49,44,9,4.8,25/04/22 7:01,Miscellaneous,Miscellaneous,Vegan|Miscellaneous
2139,42.3653,-71.10366,"72 Hamilton St, Cambridge, MA 02139, USA",MA,Cambridge,BO,42.3986338,-71.061208,1.33066079,Carolicious,22918375,"199 Ashland St, Everett, MA 02149, USA",Miscellaneous,39 - 49,44,9,4.8,25/04/22 7:01,Miscellaneous,Miscellaneous,Vegan|Miscellaneous
2128,42.3671225,-71.0211431,"211 London St, Boston, MA 02128, USA",MA,Boston,BO,42.39523331,-71.07884291,1.304312791,Which Wich,72259,"410 Artisan Way, Somerville, MA 02145, USA",Miscellaneous,32 - 42,37,906,4.5,25/04/22 7:01,Miscellaneous|Sandwiches,Dinner|Desserts|Lunch|Miscellaneous,Miscellaneous
2129,42.3795409,-71.0646337,"50 School St, Charlestown, MA 02129, USA",MA,Charlestown,BO,42.39523331,-71.07884291,1.304312791,Which Wich,72259,"410 Artisan Way, Somerville, MA 02145, USA",Miscellaneous,32 - 42,37,906,4.5,25/04/22 7:01,Miscellaneous|Sandwiches,Dinner|Desserts|Lunch|Miscellaneous,Miscellaneous
